jalon,km_boundary,km_cross,delta_km,dist_m,acces,road_type,road_name,way_id,lat_cross,lon_cross
15,37.5,37.002184752823965,-0.4978152471760353,408.46852392547106,cross,unclassified,Chemin des Musatières,763191226,45.90612175489924,5.181934773323454
15,37.5,37.477510080803825,-0.02248991919617538,22.489965593174688,cross,residential,Chemin de Borel,384001168,45.9055198301117,5.186851172325708
15,37.5,37.518394848807695,0.01839484880769504,18.3878281852255,cross,residential,Impasse du Fouilloux,85676568,45.905400090385186,5.187350674412526
15,37.5,37.62028652873214,0.1202865287321373,118.19281856738814,cross,residential,Rue du Fouilloux,220409498,45.90557339273426,5.188643776555637
15,37.5,37.67073898095625,0.1707389809562514,168.53885918893954,cross,residential,Rue du Fouilloux,233243867,45.90565920473082,5.189284066068426
15,37.5,37.76627244233758,0.26627244233758063,244.62255979039472,cross,residential,Avenue Docteur Berthier,663163109,45.90532968517394,5.1902824286582
15,37.5,37.80158711050463,0.3015871105046273,279.68584767795386,cross,residential,Place Chantabeau,85748362,45.905271521352304,5.1907311209964835
15,37.5,37.808840603774094,0.30884060377409384,286.77017586262457,cross,residential,Rue de l'Ancienne Cure,134126620,45.90525791794675,5.1908214775861765
15,37.5,37.86603844835862,0.36603844835862276,326.49021594138526,cross,residential,Place de Blonay,268535680,45.90487995571429,5.19126414171428
15,37.5,37.8745516366795,0.37455163667949876,334.72741225196324,cross,residential,Place du Général Davison,85748351,45.90484743617552,5.191363296345764
15,37.5,37.87976672875404,0.37976672875404205,338.9306202988412,cross,residential,Rue de l'Église,268535688,45.90481248283668,5.191408236352845
15,37.5,38.04467914113252,0.5446791411325194,456.1212669995538,cross,secondary,Place Vaugelas,877903903,45.903620109187166,5.192399017315476
15,37.5,38.051355987990064,0.551355987990064,460.94415451599644,cross,secondary,Place Vaugelas,233139744,45.903563942358076,5.19242802882096
15,37.5,38.21059520520413,0.7105952052041289,577.1832359452471,cross,residential,Rue Boisset,85333076,45.90407653671275,5.194318069835885
15,37.5,38.23149425072737,0.7314942507273727,594.4410316781347,cross,tertiary,Rue de Genève,43212255,45.9041393515761,5.194572635334709
