;;Généré par gpx_to_altitude_csv.py depuis parcours.gpx
Distance (m); Altitude (m)
396800;252.0
396900;251.2
397000;251.8
397100;250.7
397200;249.4
397300;249.0
397400;249.0
397500;247.2
397600;245.4
397700;245.0
397800;243.0
397900;243.0
398000;243.6
398100;244.0
398200;244.0
398300;244.0
398400;244.0
398500;243.3
398600;244.0
398700;244.0
398800;243.1
398900;243.0
399000;243.0
399100;243.0
399200;240.4
399300;239.0
399400;239.0
399500;237.1
399600;234.1
399700;234.9
399800;235.0
399900;235.0
400000;234.4
400100;233.1
400200;233.0
400300;233.0
400400;233.5
400500;232.9
400600;232.0
400700;231.1
400800;232.0
400900;232.5
401000;232.9
401100;233.0
401200;232.0
401300;232.8
401400;233.3
401500;233.0
401600;232.3
401700;232.8
401800;233.0
401900;229.4
402000;230.2
402100;230.9
402200;227.5
402300;224.5
402400;224.5
402500;226.0
402600;227.2
402700;228.2
402800;228.4
402900;228.0
403000;228.0
403100;227.8
403200;227.1
403300;226.8
403400;228.7
403500;227.5
403600;225.2
403700;222.7
403800;224.3
403900;224.2
404000;226.6
404100;222.8
404200;222.6
404300;224.6
404400;221.7
404500;222.0
404600;222.6
404700;223.0
404800;222.2
404900;223.3
405000;222.8
405100;220.8
405200;219.1
405300;219.5
405400;220.0
405500;218.0
405600;218.2
405700;221.3
405800;220.1
405900;218.0
406000;218.7
406100;218.0
406200;217.0
406300;217.0
406400;216.1
406500;214.7
406600;213.2
406700;212.7
406800;212.3
406900;212.0
407000;212.0
407100;212.5
407200;213.5
407300;214.5
407400;215.0
407500;215.6
407600;216.9
407700;216.5
407800;216.0
407900;217.0
408000;217.0
408100;217.0
408200;217.0
408300;216.6
408400;217.0
408500;215.5
408600;214.6
408700;213.1
408800;213.0
408900;213.0
409000;213.1
409100;213.3
409200;213.4
409300;213.6
409400;213.8
409500;213.9
409600;213.9
409700;213.6
409800;213.4
409900;213.2
410000;213.1
410100;213.2
410200;213.4
410300;213.6
410400;213.8
410500;214.0
410600;213.9
410700;213.8
410800;213.6
410900;213.5
411000;213.4
411100;213.2
411200;213.1
411300;212.8
411400;211.8
411500;211.0
411600;211.2
411700;211.6
411800;212.0
411900;212.4
412000;212.8
412100;213.4
412200;214.3
412300;214.9
412400;214.1
412500;213.0
412600;212.3
412700;213.1
412800;213.9
412900;214.7
413000;213.9
413100;213.2
413200;213.8
413300;214.0
413400;214.0
413500;214.5
413600;215.0
413700;214.8
413800;214.7
413900;214.5
414000;214.3
414100;214.1
414200;213.8
414300;212.9
414400;212.1
414500;211.3
414600;210.4
414700;212.4
414800;214.0
414900;214.0
415000;214.0
415100;214.4
415200;214.7
415300;215.0
415400;215.0
415500;215.0
415600;215.0
415700;214.6
415800;213.9
415900;213.3
416000;213.0
416100;213.0
416200;213.1
416300;213.1
416400;213.2
416500;213.3
416600;213.3
416700;213.4
416800;213.4
416900;213.5
417000;213.6
417100;213.6
417200;213.7
417300;213.8
417400;213.8
417500;213.9
417600;214.0
417700;214.1
417800;214.6
417900;215.0
418000;216.0
418100;215.3
418200;216.0
418300;214.0
418400;214.0
418500;214.0
418600;214.0
418700;214.0
418800;213.9
418900;213.8
419000;213.7
419100;213.6
419200;213.5
419300;213.3
419400;213.2
419500;213.1
419600;213.0
419700;213.0
419800;213.0
419900;213.0
420000;213.0
420100;213.0
420200;213.0
420300;213.0
420400;213.0
420500;213.0
420600;212.9
420700;212.5
420800;212.1
420900;212.0
421000;212.0
421100;213.0
421200;212.3
421300;211.3
421400;211.5
421500;212.0
421600;211.8
421700;211.6
421800;211.5
421900;211.3
422000;211.2
422100;211.0
422200;211.0
422300;210.7
422400;210.0
422500;210.4
422600;210.8
422700;210.9
422800;210.6
422900;210.4
423000;210.1
423100;209.9
423200;209.6
423300;209.4
423400;209.2
423500;209.0
423600;209.0
423700;209.0
423800;208.7
423900;208.3
424000;208.1
424100;208.9
424200;208.8
424300;208.5
424400;208.3
424500;208.0
424600;207.8
424700;207.5
424800;207.3
424900;207.0
425000;207.1
425100;207.2
425200;207.3
425300;207.4
425400;207.5
425500;207.6
425600;207.6
425700;207.7
425800;207.8
425900;207.9
426000;208.3
426100;209.0
426200;208.4
426300;207.8
426400;207.1
426500;207.8
426600;208.8
426700;208.7
426800;208.4
426900;208.1
427000;207.7
427100;207.4
427200;207.1
427300;207.0
427400;207.0
427500;207.0
427600;207.0
427700;207.0
427800;207.0
427900;207.0
428000;207.0
428100;206.0
428200;204.5
428300;203.2
428400;203.0
428500;202.9
428600;202.7
428700;202.6
428800;202.4
428900;202.3
429000;202.1
429100;202.0
429200;202.0
429300;202.0
429400;202.2
429500;202.7
429600;204.6
429700;205.4
429800;204.4
429900;204.0
430000;204.0
430100;204.0
430200;204.0
